0.905533,0.423767,-0.020462
0.907745,0.419006,-0.020035
0.9077,0.418411,-0.031631
0.901306,0.432358,-0.026398
0.901901,0.431351,-0.02211
0.908203,0.418076,-0.018875
0.912521,0.408142,-0.026428
0.908615,0.41655,-0.029617
0.906845,0.420425,-0.029449
0.902756,0.429443,-0.02446
0.902618,0.429855,-0.022202
0.90535,0.424118,-0.021011
0.914734,0.403091,-0.027496
0.915131,0.402359,-0.024994
0.912872,0.407181,-0.029373
0.911682,0.409851,-0.029114
0.908981,0.415909,-0.027634
0.909561,0.414551,-0.028885
0.906479,0.421646,-0.022034
0.906662,0.421432,-0.018646
0.907135,0.420273,-0.021652
0.905914,0.422699,-0.025146
0.90625,0.421677,-0.029602
0.905487,0.423172,-0.031464
0.903717,0.4272,-0.027939
0.901413,0.432144,-0.026321
0.904831,0.42511,-0.023178
0.903275,0.428696,-0.017197
0.901138,0.433304,-0.013184
0.900574,0.434341,-0.016647
0.900208,0.435349,-0.008453
0.901932,0.431458,-0.0186
0.897842,0.439789,-0.020691
0.896912,0.441605,-0.02269
0.897247,0.440643,-0.027466
0.89476,0.445587,-0.028839
0.893829,0.447433,-0.029327
0.89299,0.449387,-0.024551
0.892807,0.449936,-0.020813
0.893036,0.4496,-0.018082
0.891617,0.452377,-0.018448
0.891144,0.453323,-0.018784
0.892609,0.450363,-0.020126
0.892838,0.449554,-0.026627
0.892715,0.449539,-0.031067
0.892105,0.450363,-0.035858
0.891418,0.451828,-0.034744
0.891144,0.45253,-0.03244
0.892624,0.449646,-0.032211
0.892624,0.44986,-0.028732
0.892319,0.450287,-0.031158
0.892288,0.450638,-0.027115
0.892487,0.450256,-0.026962
0.891678,0.451981,-0.024658
0.891357,0.452682,-0.023422
0.892151,0.450958,-0.026321
0.893173,0.448776,-0.028503
0.891541,0.451691,-0.033264
0.891647,0.451569,-0.032196
0.893417,0.448395,-0.026688
0.891052,0.453247,-0.023819
0.891617,0.452103,-0.024582
0.89183,0.451752,-0.023224
0.892349,0.450562,-0.026321
0.892502,0.450226,-0.026794
0.894653,0.445831,-0.028183
0.891464,0.452301,-0.026276
0.893082,0.449005,-0.027817
0.891403,0.452408,-0.026505
0.891632,0.452286,-0.020157
0.892441,0.45079,-0.017548
0.891479,0.452774,-0.015488
0.892136,0.451523,-0.013718
0.893387,0.449066,-0.014008
0.892365,0.450775,-0.021255
0.891968,0.451202,-0.028336
0.891083,0.452911,-0.028717
0.891724,0.451691,-0.02771
0.890518,0.4543,-0.023727
0.890244,0.454971,-0.021011
0.891098,0.4534,-0.018814
0.891068,0.453415,-0.019775
0.890289,0.454727,-0.0242
0.891663,0.451645,-0.030426
0.891922,0.450821,-0.034698
0.889587,0.45578,-0.029648
0.889862,0.454086,-0.043884
0.889587,0.454681,-0.043396
0.890533,0.45314,-0.039932
0.890335,0.453674,-0.038177
0.890137,0.454422,-0.03363
0.889923,0.455566,-0.021469
0.889252,0.456909,-0.020844
0.889648,0.456024,-0.023376
0.889252,0.456787,-0.023438
0.876389,0.481369,-0.014786
0.873199,0.48674,-0.024109
0.874771,0.483932,-0.023834
0.874802,0.483963,-0.021942
0.874222,0.484833,-0.025467
0.873642,0.485901,-0.024902
0.873566,0.485992,-0.026138
0.874329,0.484802,-0.022141
0.874573,0.484177,-0.025818
0.874344,0.484802,-0.021439
0.874466,0.484482,-0.023621
0.87413,0.484833,-0.028732
0.874313,0.484451,-0.029434
0.875748,0.481812,-0.029907
0.875015,0.483078,-0.031174
0.873947,0.485107,-0.029312
0.875549,0.482544,-0.023193
0.874908,0.483734,-0.022888
0.874466,0.48436,-0.02626
0.873306,0.486206,-0.030487
0.874252,0.484406,-0.031876
0.874481,0.483841,-0.034134
0.874908,0.483658,-0.024429
0.874268,0.484467,-0.03038
0.874756,0.483765,-0.027588
0.87587,0.481598,-0.030029
0.875534,0.482147,-0.030945
0.875305,0.482513,-0.031723
0.876083,0.481018,-0.03273
0.86998,0.492493,-0.023438
0.0,0.0,0.0
0.88092,0.473053,-0.013397
0.880569,0.473679,-0.014389
0.879852,0.474762,-0.020828
0.881561,0.47142,-0.023987
0.881714,0.471115,-0.024811
0.882217,0.470215,-0.02356
0.883652,0.467728,-0.019379
0.884415,0.466064,-0.023972
0.884186,0.466522,-0.023483
0.884995,0.464706,-0.028305
0.88414,0.466293,-0.029007
0.884628,0.465637,-0.0242
0.886383,0.461914,-0.030746
0.886993,0.460617,-0.032455
0.889755,0.455353,-0.031265
0.890625,0.453903,-0.027374
0.888107,0.458908,-0.025375
0.887146,0.460281,-0.032959
0.887817,0.458588,-0.037979
0.882828,0.467621,-0.043839
0.882141,0.468964,-0.04335
0.883636,0.466263,-0.041916
0.884491,0.464706,-0.041428
0.883911,0.465546,-0.044281
0.882568,0.467926,-0.045807
0.882172,0.46814,-0.051056
0.881393,0.469925,-0.047745
0.881714,0.469498,-0.046112
0.880264,0.472244,-0.045746
0.877136,0.478073,-0.045517
0.875351,0.48143,-0.044525
0.874741,0.482529,-0.044403
0.873901,0.484131,-0.043396
0.873749,0.484299,-0.044632
0.871445,0.488571,-0.043304
0.87085,0.489609,-0.043396
0.870026,0.491272,-0.041031
0.869507,0.491943,-0.043839
0.869827,0.491379,-0.043839
0.870224,0.490799,-0.042587
0.871872,0.4879,-0.041946
0.986633,0.162643,0.009109
0.9198,-0.386505,0.067459
0.913437,-0.403809,0.050568
0.91301,-0.404846,0.049927
0.915024,-0.400604,0.047333
0.903793,-0.426193,0.038834
0.902695,-0.428314,0.04097
0.901154,-0.431458,0.041794
0.902908,-0.427734,0.042084
0.902222,-0.429169,0.042404
0.96553,-0.255539,0.049393
0.900177,0.43541,0.009644
0.887497,0.460663,-0.010345
0.888489,0.458832,-0.006668
0.888748,0.458191,-0.012878
0.841003,0.540436,-0.024796
0.826736,0.561523,-0.034302
0.82666,0.561584,-0.035187
0.826279,0.561859,-0.03952
0.826965,0.560959,-0.037689
0.824402,0.564682,-0.03833
0.823883,0.565643,-0.035233
0.899384,0.43338,-0.057114
0.897278,0.437057,-0.062134
0.900253,0.430237,-0.066483
0.902786,0.42453,-0.068787
0.902283,0.424713,-0.074051
0.902771,0.423355,-0.075897
0.902756,0.423843,-0.073257
0.90062,0.428741,-0.07103
0.900253,0.428848,-0.074844
0.89978,0.429306,-0.077927
0.89711,0.434891,-0.077652
0.896484,0.43573,-0.080215
0.896896,0.434982,-0.07959
0.897415,0.433533,-0.081711
0.979019,0.178055,-0.098938
0.978943,0.177612,-0.100586
0.97998,0.172852,-0.098724
0.980774,0.168259,-0.098724
0.849777,0.522125,-0.072418
0.849915,0.521133,-0.077789
0.849792,0.521332,-0.077805
0.850967,0.519241,-0.078827
0.850204,0.521057,-0.075119
0.850296,0.519913,-0.08168
0.849014,0.521255,-0.086182
0.848923,0.521057,-0.088394
0.848877,0.520905,-0.089706
0.849152,0.520905,-0.087082
0.849701,0.520187,-0.086075
0.849686,0.52005,-0.08699
0.848816,0.521851,-0.08461
0.847305,0.524643,-0.082428
0.848404,0.522598,-0.084091
0.848755,0.521744,-0.085892
0.857605,0.508514,-0.076874
0.900101,0.431274,-0.061615
0.900421,0.43074,-0.060776
0.87265,0.485245,-0.054749
0.912689,0.406937,-0.037079
0.0,0.0,0.0
0.925507,-0.377808,-0.026276
0.926163,-0.375107,-0.038483
0.925446,-0.37674,-0.040085
0.911072,-0.408997,-0.051361
0.979797,-0.198013,-0.02771
0.940979,0.334427,-0.05191
0.938751,0.339203,-0.060547
0.85199,0.515167,-0.093277
0.846207,0.520706,-0.112991
0.843994,0.522812,-0.119705
0.844376,0.522034,-0.120407
0.844406,0.523163,-0.115173
0.941696,0.335678,-0.022522
0.941895,0.3349,-0.02565
0.941757,0.334854,-0.03064
0.942474,0.332687,-0.032364
0.812042,0.569275,-0.128418
0.81543,0.564362,-0.128616
0.81723,0.562363,-0.125977
0.890289,0.446793,-0.087875
0.89209,0.442368,-0.091949
0.891907,0.442184,-0.094574
0.89212,0.44136,-0.096481
0.892838,0.43985,-0.096664
0.89238,0.442093,-0.090469
0.891876,0.443527,-0.088379
0.891586,0.444687,-0.08548
0.890427,0.445618,-0.092392
0.911011,0.406937,-0.066635
0.911301,0.406662,-0.064255
0.911407,0.406586,-0.063202
0.91037,0.407959,-0.06897
0.910904,0.407135,-0.066925
0.910187,0.408371,-0.069107
0.910828,0.407028,-0.068527
0.961029,0.274841,-0.029251
0.961227,0.274078,-0.029877
0.961609,0.271957,-0.036606
