-3793477845564037189246306618441728.0,0.0,-3095.625
-3793477845564037189246306618441728.0,0.0,-3095.625
-3793477845564037189246306618441728.0,0.0,-3095.625
-3793477845564037189246306618441728.0,0.0,-3095.625
-3793477845564037189246306618441728.0,0.0,-3095.625
-3793477845564037189246306618441728.0,0.0,-3095.625
-3793477845564037189246306618441728.0,0.0,-3095.625
-3793477845564037189246306618441728.0,0.0,-3095.625
-3793477845564037189246306618441728.0,0.0,-3095.625
-3793477845564037189246306618441728.0,0.0,-3095.625
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.99765,-0.009415,0.067703
0.996796,-0.075333,-0.026443
0.993713,-0.049606,-0.10022
0.997253,-0.036041,-0.064484
0.999191,0.005524,-0.03949
0.99971,0.005432,-0.02301
0.999222,0.010056,-0.038116
0.998077,-0.060608,0.012634
0.957306,-0.235031,-0.168243
0.945053,-0.291687,0.147507
0.922363,-0.366226,0.12294
0.918442,-0.376709,0.120575
0.998596,0.04274,-0.031219
0.995285,0.081085,-0.05307
0.995117,0.079544,-0.058273
0.995682,-0.034836,0.085876
0.99472,-0.036133,0.095993
0.994644,-0.045227,0.092896
0.996994,0.058456,0.050705
0.999741,0.021133,0.008408
0.983505,0.13414,0.121307
0.982849,0.12001,0.139999
0.97998,0.107681,0.167419
0.986435,0.104782,0.126236
0.987213,0.097015,0.126404
0.995346,-0.005325,0.096115
0.996262,0.025558,0.082428
0.994598,0.044968,0.093445
0.994843,0.028,0.097351
0.0,0.0,0.0
0.998962,0.004654,0.044968
0.999344,-0.018051,0.031204
0.983627,0.178543,0.024399
0.985428,0.168106,0.025497
0.916962,0.398926,0.003174
0.915863,0.401276,0.012054
0.915253,0.402817,0.004898
0.897339,0.441177,-0.010742
0.932327,0.361588,-0.001785
0.922195,0.386642,-0.007858
0.906021,0.422607,-0.022934
0.902802,0.429092,-0.028336
0.898239,0.438354,-0.031387
0.898163,0.438507,-0.031586
