-6769858319957916269566545889329152.0,0.0,58844483091185637785600.0,0.0
-6769858319957916269566545889329152.0,0.0,58844483091185637785600.0,0.0
-6769858319957916269566545889329152.0,0.0,58844483091185637785600.0,0.0
-6769858319957916269566545889329152.0,0.0,58844483091185637785600.0,0.0
-6769858319957916269566545889329152.0,0.0,58844483091185637785600.0,0.0
-6769858319957916269566545889329152.0,0.0,58844483091185637785600.0,0.0
-6769858319957916269566545889329152.0,0.0,58844483091185637785600.0,0.0
-6769858319957916269566545889329152.0,0.0,58844483091185637785600.0,0.0
-6769858319957916269566545889329152.0,0.0,58844483091185637785600.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.0
0.0,0.440814,0.839218,0.0
0.0,0.36585,0.619993,1.0
0.0,0.410651,0.651021,1.0
0.0,0.437473,0.609249,1.0
0.0,0.45333,0.489438,1.0
0.0,0.460227,0.524957,1.0
0.0,0.47717,0.503875,1.0
0.0,0.463526,0.541412,1.0
0.0,0.449557,0.56665,1.0
0.0,0.444727,0.598265,1.0
0.0,0.470324,0.605016,1.0
0.0,0.507373,0.595237,1.0
0.0,0.495342,0.584074,1.0
0.0,0.510181,0.54359,1.0
0.0,0.461165,0.580279,1.0
0.0,0.438691,0.605674,1.0
